"{""chat"": [{""sex"": ""2"", ""content"": ""先生你是哪位？""}, {""sex"": ""1"", ""content"": ""你竟然不记得我了，也罢，我们重新再认识一次吧""}, {""sex"": ""2"", ""content"": ""我们以前认识？""}, {""sex"": ""1"", ""content"": ""那是上辈子的事，多亏我还认得你的手和手毛""}, {""sex"": ""2"", ""content"": ""那你心里装的唯一的一个人是谁？""}, {""sex"": ""1"", ""content"": ""过高中的人都知道，心是分成两瓣的，左心房和右心房，左心房里面住着我最爱的女人，右心房里面住着最爱我的女人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""我帅吗""}, {""sex"": ""2"", ""content"": ""不帅 ""}, {""sex"": ""1"", ""content"": ""挺好，起码确定你加我不是垂涎我的美色""}, {""sex"": ""2"", ""content"": ""我呸，这么自恋""}, {""sex"": ""1"", ""content"": ""随地吐痰，罚款""}, {""sex"": ""1"", ""content"": ""老子撩你还这么凶""}, {""sex"": ""2"", ""content"": ""呸呸，我承受不起?""}, {""sex"": ""1"", ""content"": ""放心，我才一百一，没你重 ""}, {""sex"": ""1"", ""content"": ""记住我这个不一样的社会主义接班人，好了互相认识了可以进入真诚的环节了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么又看见你了？""}, {""sex"": ""1"", ""content"": ""这就是传说中的阴魂不散""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你你你你""}, {""sex"": ""1"", ""content"": ""没见过这么帅气的我吗？""}, {""sex"": ""1"", ""content"": ""怎么？看到我就害羞得接不上话来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""华丽的介绍""}, {""sex"": ""1"", ""content"": ""我给你介绍一下莓的种类 草莓 蔓越莓 蓝莓 你想我莓""}, {""sex"": ""1"", ""content"": ""别和我做自我介绍 我慧眼识聪 一眼就认出来你是我的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会笑""}, {""sex"": ""1"", ""content"": ""我怕笑起来，你会爱上我。""}, {""sex"": ""1"", ""content"": ""你都不给我笑一个，我怎么笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭了没有啊""}, {""sex"": ""1"", ""content"": ""你都不在我身边，我哪有胃口啊。""}, {""sex"": ""1"", ""content"": ""怎么，想约我一起吃饭吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想去玩""}, {""sex"": ""1"", ""content"": ""睡觉吧，梦里什么都有""}, {""sex"": ""1"", ""content"": ""那我只好受累陪你去玩一趟好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才洗漱完""}, {""sex"": ""1"", ""content"": ""那我们是不是可以煲电话粥了？""}, {""sex"": ""1"", ""content"": ""洗好了，叫我一起入梦呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最厉害""}, {""sex"": ""1"", ""content"": ""你是最厉害的，能轻易偷走我的心""}, {""sex"": ""1"", ""content"": ""要做最厉害的男人才能配上最漂亮的你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""附近的人""}, {""sex"": ""1"", ""content"": ""hi,发现你朋友圈的自拍照都美美哒，肯定是个会拍照会生活的女生。""}, {""sex"": ""1"", ""content"": ""HI，你好，我们是不是在什么地方见过?   ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得不可爱""}, {""sex"": ""1"", ""content"": ""可是我就爱了怎么滴！""}, {""sex"": ""1"", ""content"": ""没事，你长得好看就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想在碰感情了""}, {""sex"": ""1"", ""content"": ""你是想直接结婚啊。""}, {""sex"": ""1"", ""content"": ""感情什么的都是过往云烟的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天有空""}, {""sex"": ""1"", ""content"": ""那今天的空都归我了哦""}, {""sex"": ""1"", ""content"": ""终于可以实行我规划已久的约会了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要我怎么样""}, {""sex"": ""1"", ""content"": ""我就是希望我喜欢的人能喜欢我，这么简单而已。""}, {""sex"": ""1"", ""content"": ""我说了要你怎样你就会答应我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还以为你不理我了呢""}, {""sex"": ""1"", ""content"": ""傻瓜，我怎么可能会不理你呢。""}, {""sex"": ""1"", ""content"": ""对不起，刚才想你想的有点走神了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是认真的吧""}, {""sex"": ""1"", ""content"": ""你觉得我像是在和你开玩笑吗。""}, {""sex"": ""1"", ""content"": ""你什么地方看出我不是认真的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有裙子""}, {""sex"": ""1"", ""content"": ""那我要为你买你的第一条裙子。""}, {""sex"": ""1"", ""content"": ""难道女孩子不是都喜欢穿飘飘的小裙子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道了，""}, {""sex"": ""1"", ""content"": ""告诉我你知道什么了，跟我复述一遍。""}, {""sex"": ""1"", ""content"": ""那你觉得我现在可以原谅了你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快乐就行""}, {""sex"": ""1"", ""content"": ""光我快乐不够，我要你也快乐""}, {""sex"": ""1"", ""content"": ""可是我的快乐跟你的快乐是捆绑在一起的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小姐姐不理我""}, {""sex"": ""1"", ""content"": ""你不理我的时候，不怕其他小姐姐把我抢走了吗？""}, {""sex"": ""1"", ""content"": ""你已经超过一个小时没理你的小宝宝了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没时间出去""}, {""sex"": ""1"", ""content"": ""看来仙女都是很忙的呀。""}, {""sex"": ""1"", ""content"": ""那等你有时间了第一时间告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱死你""}, {""sex"": ""1"", ""content"": ""那我是真的愿意被你这么可爱死。""}, {""sex"": ""1"", ""content"": ""你这么可爱肯定吃了不少可爱多了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""摆设""}, {""sex"": ""1"", ""content"": ""想把你带回家当个摆设。""}, {""sex"": ""1"", ""content"": ""你就算做个摆设的花瓶，也让人觉得赏心悦目。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有找工作""}, {""sex"": ""1"", ""content"": ""你不需要工作，我可以养得起你""}, {""sex"": ""1"", ""content"": ""看来是家里有矿啊，不工作也不要紧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息吧，""}, {""sex"": ""1"", ""content"": ""晚安安，祝小仙女有个好梦哦""}, {""sex"": ""1"", ""content"": ""嗯嗯，你也早点睡，女孩子不可以熬夜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就别聊了""}, {""sex"": ""1"", ""content"": ""你是怕再聊下去控制不住喜欢上我？""}, {""sex"": ""1"", ""content"": ""视频聊天了解一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那蛮好的""}, {""sex"": ""1"", ""content"": ""有你的日子肯定是好的呀。""}, {""sex"": ""1"", ""content"": ""你在我身边真的是蛮好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天真无聊。""}, {""sex"": ""1"", ""content"": ""无聊的时候可以来找我啊。""}, {""sex"": ""1"", ""content"": ""我就是上帝派来解决你无聊的人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲不亲""}, {""sex"": ""1"", ""content"": ""怎么想被我亲吗？""}, {""sex"": ""1"", ""content"": ""额，要求还那么多！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不跟你聊天呢""}, {""sex"": ""1"", ""content"": ""难道是只跟我在聊天嘛，这意思是不是我把你承包了。""}, {""sex"": ""1"", ""content"": ""仙女专门陪我，我也太荣幸了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟美女打招呼""}, {""sex"": ""1"", ""content"": ""哇，我就等着小仙女出现呢""}, {""sex"": ""1"", ""content"": ""小姐姐无聊的话，要不要跟我唠唠嗑呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得还可以""}, {""sex"": ""1"", ""content"": ""肯定是昨晚梦到我了对不对？""}, {""sex"": ""1"", ""content"": ""可是我睡得不怎么好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会胖""}, {""sex"": ""1"", ""content"": ""胖了我喜欢的也还是你啊。""}, {""sex"": ""1"", ""content"": ""胖点你在我心里的分量就更重一些了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要生气了好不好""}, {""sex"": ""1"", ""content"": ""我没有生气啊，我怎么可以生气呢""}, {""sex"": ""1"", ""content"": ""我生气干嘛，我为啥要生气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""借我200块钱""}, {""sex"": ""1"", ""content"": ""借你200还我400吗？""}, {""sex"": ""1"", ""content"": ""万一你卷着钱跑了可怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真甜""}, {""sex"": ""1"", ""content"": ""我这有更甜的东西可以给你哦。""}, {""sex"": ""1"", ""content"": ""你喜欢甜甜的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要恶心我""}, {""sex"": ""1"", ""content"": ""恶心的是你，我又看不到 ""}, {""sex"": ""1"", ""content"": ""你这恶心，怕是怀了啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就没胖""}, {""sex"": ""1"", ""content"": ""你没胖，你只是可爱到膨胀了。""}, {""sex"": ""1"", ""content"": ""你要是胖了，我也会喜欢你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是的撒""}, {""sex"": ""1"", ""content"": ""你这是在跟我撒娇嘛？""}, {""sex"": ""1"", ""content"": ""嘿嘿，果然小仙女很可爱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撒个娇""}, {""sex"": ""1"", ""content"": ""再卖个萌，我就扛不住了。""}, {""sex"": ""1"", ""content"": ""要在我怀里撒娇才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人格魅力""}, {""sex"": ""1"", ""content"": ""你这样很容易吸引我的。""}, {""sex"": ""1"", ""content"": ""你可真的是魅力无限啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挨打了""}, {""sex"": ""1"", ""content"": ""哇，是谁舍得对你这么可爱的小仙女下手的！""}, {""sex"": ""1"", ""content"": ""是谁打你了，我去给你报仇！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要看""}, {""sex"": ""1"", ""content"": ""好啊，我正想仔细看看呢。""}, {""sex"": ""1"", ""content"": ""你这么好看我为什么不看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要你看""}, {""sex"": ""1"", ""content"": ""我看下我喜欢的人不行啦！""}, {""sex"": ""1"", ""content"": ""我就不，我就要看！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋呀""}, {""sex"": ""1"", ""content"": ""我想知道我喜欢的女孩子在干什么呀""}, {""sex"": ""1"", ""content"": ""告诉你一声，有人想你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安七夕快乐""}, {""sex"": ""1"", ""content"": ""快乐快乐，单身狗只剩下吃狗粮的快乐了！""}, {""sex"": ""1"", ""content"": ""小可爱七夕快乐呀，今天是哪个幸运儿陪你过节呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送谁的花呀""}, {""sex"": ""1"", ""content"": ""送给我喜欢的你。""}, {""sex"": ""1"", ""content"": ""谁叫小仙女我就送给谁，小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""取决于我是你的谁""}, {""sex"": ""1"", ""content"": ""你是我的谁还不清楚吗？""}, {""sex"": ""1"", ""content"": ""你是我心的一半。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""未来很遥远""}, {""sex"": ""1"", ""content"": ""但是只要你相信，未来其实一点都不远""}, {""sex"": ""1"", ""content"": ""但是想你的时候就不会远了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们距离好远""}, {""sex"": ""1"", ""content"": ""不远啊，反正一个飞机就能到的地方都不远。""}, {""sex"": ""1"", ""content"": ""所爱隔山海，山海皆可平。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好心""}, {""sex"": ""1"", ""content"": ""你这么善良的女孩肯定会有一颗好心的""}, {""sex"": ""1"", ""content"": ""我要把你的心给偷走""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧，饿死了""}, {""sex"": ""1"", ""content"": ""你怎么能饿着我媳妇了呢？""}, {""sex"": ""1"", ""content"": ""那你还不抓紧去吃饭！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不打算吃了""}, {""sex"": ""1"", ""content"": ""我允许你这么饿肚子了吗？""}, {""sex"": ""1"", ""content"": ""不吃东西容易肚子不舒服，你确定不吃吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就不要回来了""}, {""sex"": ""1"", ""content"": ""还有你在这，我怎么可能不回来？""}, {""sex"": ""1"", ""content"": ""不要赌气啦，我知道你在乎我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚吃了饭""}, {""sex"": ""1"", ""content"": ""吃多点要吃胖，那样就只有我要了。""}, {""sex"": ""1"", ""content"": ""刚好我也要吃饭 一起去吃吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么抠""}, {""sex"": ""1"", ""content"": ""我这不叫抠，叫勤俭节约。""}, {""sex"": ""1"", ""content"": ""还不是省点钱以后给你当聘礼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你了解什么""}, {""sex"": ""1"", ""content"": ""如果你想，我可以了解很多。""}, {""sex"": ""1"", ""content"": ""我不了解，我在等你给我一个机会去了解。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发病""}, {""sex"": ""1"", ""content"": ""一定是想念我的相思病吧。""}, {""sex"": ""1"", ""content"": ""怎么了，要不要紧啊，快去看医生，不然我很担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉你很懂事哦！""}, {""sex"": ""1"", ""content"": ""懂事BOY就是我！""}, {""sex"": ""1"", ""content"": ""这么懂事的已经不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是好女人""}, {""sex"": ""1"", ""content"": ""正好我把你收了，免得你去祸害别人。""}, {""sex"": ""1"", ""content"": ""那你跟我这个坏男人一定是绝配。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要乖乖的""}, {""sex"": ""1"", ""content"": ""放心吧，我会乖乖的等你。""}, {""sex"": ""1"", ""content"": ""我什么时候对你不乖了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吓到我""}, {""sex"": ""1"", ""content"": ""摸摸，都是我不好，让你受到惊吓了。""}, {""sex"": ""1"", ""content"": ""不怕不怕，我会保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个没毛病""}, {""sex"": ""1"", ""content"": ""我说的那必须没毛病啊。""}, {""sex"": ""1"", ""content"": ""我就知道你会赞同我说的话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还笑呢""}, {""sex"": ""1"", ""content"": ""你这么可爱，我还不能笑嘛？""}, {""sex"": ""1"", ""content"": ""好好好，那我不笑了，我在心里偷偷地笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相见恨晚啊""}, {""sex"": ""1"", ""content"": ""不晚不晚，现在遇到了就不算晚。""}, {""sex"": ""1"", ""content"": ""很多事情都是讲机缘巧合的，太早或太晚可能都不如现在这么美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要上班去了""}, {""sex"": ""1"", ""content"": ""上班也要抽空想我，知道吗？""}, {""sex"": ""1"", ""content"": ""好的，小仙女路上小心！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么暖""}, {""sex"": ""1"", ""content"": ""这么暖才能做你的春天呐。""}, {""sex"": ""1"", ""content"": ""因为我把所有的温暖都留给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不知道吗？""}, {""sex"": ""1"", ""content"": ""我竟然被这个世界抛弃了！""}, {""sex"": ""1"", ""content"": ""你都没告诉我，我怎么会知道嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在想你长什么样的""}, {""sex"": ""1"", ""content"": ""其实人的长相不是重要的，重要的是心。""}, {""sex"": ""1"", ""content"": ""长着一张你未来老公的脸啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能帮个忙""}, {""sex"": ""1"", ""content"": ""帮你脱单嘛？！""}, {""sex"": ""1"", ""content"": ""不用这么客气吧，都这么熟了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能亲亲抱抱举高高吗""}, {""sex"": ""1"", ""content"": ""我来亲我来抱让我把你举高高！""}, {""sex"": ""1"", ""content"": ""你想的真的很好，但是你心里没点数吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""外公家""}, {""sex"": ""1"", ""content"": ""替我向外公问声好哦""}, {""sex"": ""1"", ""content"": ""外公有没有说要你带男朋友回家呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忍着吧""}, {""sex"": ""1"", ""content"": ""行吧，那我只好忍着了。""}, {""sex"": ""1"", ""content"": ""老公怕老婆，还是很正常的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下次哈""}, {""sex"": ""1"", ""content"": ""我可记在小本本上了，不可以后悔哦。""}, {""sex"": ""1"", ""content"": ""希望这个下次能够快点到来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没休息呀""}, {""sex"": ""1"", ""content"": ""怎么小仙女这么晚了也还没睡呢？""}, {""sex"": ""1"", ""content"": ""在等你跟我说晚安呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨天晚上失眠了""}, {""sex"": ""1"", ""content"": ""你不说我也知道你为什么失眠。""}, {""sex"": ""1"", ""content"": ""失眠怎么也没有给我发消息，不然我还可以陪着你聊聊天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""原谅我""}, {""sex"": ""1"", ""content"": ""那你给我一个原谅你的理由！""}, {""sex"": ""1"", ""content"": ""有些事情不是原谅这么简单的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有原因""}, {""sex"": ""1"", ""content"": ""我对你的喜欢也没有原因""}, {""sex"": ""1"", ""content"": ""肯定是有原因的，只是你不愿意承认而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就喜欢丑的""}, {""sex"": ""1"", ""content"": ""你这么说自己真的好吗？""}, {""sex"": ""1"", ""content"": ""我就是喜欢你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑起来很傻""}, {""sex"": ""1"", ""content"": ""那也是为了你才这么笑的啊。""}, {""sex"": ""1"", ""content"": ""没办法，你笑的这么好看我只能笑的傻一点了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你喜欢""}, {""sex"": ""1"", ""content"": ""我就喜欢你这样的女孩子。""}, {""sex"": ""1"", ""content"": ""我喜欢不重要，重要的是你喜不喜欢呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太会夸人了""}, {""sex"": ""1"", ""content"": ""我也就是夸一夸你好不好。""}, {""sex"": ""1"", ""content"": ""怎么我夸你还不乐意了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听不懂。""}, {""sex"": ""1"", ""content"": ""需要我手把手的教你吗？""}, {""sex"": ""1"", ""content"": ""能把不懂说的这么强势的就你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只要一杯""}, {""sex"": ""1"", ""content"": ""一杯忘情水，忘记所有！""}, {""sex"": ""1"", ""content"": ""一杯醉，你就厉害了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""连面都没见过""}, {""sex"": ""1"", ""content"": ""你要是有空，我们马上就可以见面。""}, {""sex"": ""1"", ""content"": ""可我们是最契合的灵魂伴侣呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""九月份""}, {""sex"": ""1"", ""content"": ""把夏天收拾好，和九月做朋友。""}, {""sex"": ""1"", ""content"": ""九月没什么特别的，就祝你身体健康吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不去""}, {""sex"": ""1"", ""content"": ""去嘛，我会带你吃好吃的哦。""}, {""sex"": ""1"", ""content"": ""给你两个选择：一、跟我去，二做我女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天累吗""}, {""sex"": ""1"", ""content"": ""累啊，可是一想到你就不累了。""}, {""sex"": ""1"", ""content"": ""毕竟都是为了幸福未来啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那睡觉啦""}, {""sex"": ""1"", ""content"": ""睡吧，我会在梦里等你的。""}, {""sex"": ""1"", ""content"": ""晚安，请不要在梦里欺负我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮的闺蜜""}, {""sex"": ""1"", ""content"": ""再漂亮的闺蜜也入不了我的眼，毕竟我的眼里只有你。""}, {""sex"": ""1"", ""content"": ""果然是好看的人跟好看的人一起玩吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""超市工作""}, {""sex"": ""1"", ""content"": ""那我去超市买东西，你能给我打折吗？""}, {""sex"": ""1"", ""content"": ""超市工作很辛苦吧，好像要站一整天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个臭流氓""}, {""sex"": ""1"", ""content"": ""我是流氓但是我不臭。""}, {""sex"": ""1"", ""content"": ""你无耻的样子颇有我当年的风范！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦哦懂了""}, {""sex"": ""1"", ""content"": ""真是聪明的小仙女，一说就懂""}, {""sex"": ""1"", ""content"": ""嗯嗯，要是还有哪里不懂的可以随时问我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么态度""}, {""sex"": ""1"", ""content"": ""一直本着对你认真负责的态度。""}, {""sex"": ""1"", ""content"": ""我对你的态度取决于你对我的态度 。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别骗我哦""}, {""sex"": ""1"", ""content"": ""不骗你，不信你摸着我的心感受一下。""}, {""sex"": ""1"", ""content"": ""我怎么会骗这么可爱的小仙女嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""江湖不见""}, {""sex"": ""1"", ""content"": ""那我们还是梦里见吧。""}, {""sex"": ""1"", ""content"": ""江湖那么大，其实说见就见的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我胃好疼""}, {""sex"": ""1"", ""content"": ""问君能有几多愁，恰似一个你在胃逆流""}, {""sex"": ""1"", ""content"": ""我看你那胡吃海喝的还以为你是钢铁做的胃呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不如一头猪""}, {""sex"": ""1"", ""content"": ""不会啊，至少你比猪可爱漂亮。""}, {""sex"": ""1"", ""content"": ""最近猪肉涨价了，得上称才知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看看你在干嘛""}, {""sex"": ""1"", ""content"": ""还能干嘛，想你呗""}, {""sex"": ""1"", ""content"": ""和我妈儿媳妇聊天呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这么会说话啊""}, {""sex"": ""1"", ""content"": ""遇到了对的人，就要说对的话""}, {""sex"": ""1"", ""content"": ""我没有啊，我只是在说实话而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""所以呢，你想说点什么？""}, {""sex"": ""1"", ""content"": ""你心里知道我是什么意思，一定要我说出来吗""}, {""sex"": ""1"", ""content"": ""我想说...做我女朋友吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪儿不开心了""}, {""sex"": ""1"", ""content"": ""不开心都写在脸上啦，还狡辩。""}, {""sex"": ""1"", ""content"": ""我跟你是有心灵感应的，我能感受到你的不开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太丑，怕吓到你""}, {""sex"": ""1"", ""content"": ""从小被吓大的，一点都不怕。""}, {""sex"": ""1"", ""content"": ""怎么会呢，你这么好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起跳舞""}, {""sex"": ""1"", ""content"": ""我怕我跳的不好，就不给你献丑了。""}, {""sex"": ""1"", ""content"": ""那我有点想看你跳舞的样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就很奇怪""}, {""sex"": ""1"", ""content"": ""没什么奇怪的呀，只是你之前没接触过而已""}, {""sex"": ""1"", ""content"": ""这个世界本来就是有各种各样奇奇怪怪的事呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里文艺了""}, {""sex"": ""1"", ""content"": ""文艺小青年不是你吗。""}, {""sex"": ""1"", ""content"": ""对，你不是文艺只是好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能忘记你""}, {""sex"": ""1"", ""content"": ""那就死死记住我！""}, {""sex"": ""1"", ""content"": ""那就把我放在心里吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备睡觉呀""}, {""sex"": ""1"", ""content"": ""你在邀请我共度春宵吗？""}, {""sex"": ""1"", ""content"": ""我也准备在梦里遇见你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好无聊的""}, {""sex"": ""1"", ""content"": ""你给我讲个笑话听听就不无聊了""}, {""sex"": ""1"", ""content"": ""因为你本身就是个无聊的小盆友啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛学我说话""}, {""sex"": ""1"", ""content"": ""你干嘛学我说话呢！""}, {""sex"": ""1"", ""content"": ""没有，只是你说的刚好是我心里想的""}], ""lock"": 1}"
