"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛呢？""}, {""sex"": ""1"", ""content"": ""在和说干嘛的人聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你也在等人么？?""}, {""sex"": ""1"", ""content"": ""我也在等我的朋友，他过几分钟就过来了。不知怎么的，我觉得很想认识你，刚才就忍不住过来和你说话了……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好像我的一个朋友""}, {""sex"": ""2"", ""content"": ""你咋那么老套？""}, {""sex"": ""1"", ""content"": ""这说明我撩妹技术不太高，没人实验啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就喜欢这样的""}, {""sex"": ""1"", ""content"": ""看来我这样还是有点吸引力的啊。""}, {""sex"": ""1"", ""content"": ""谢谢你的喜欢，我不会辜负的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴认识你，可以交个朋友吗！""}, {""sex"": ""1"", ""content"": ""我对你，可不止想做朋友呀""}, {""sex"": ""1"", ""content"": ""长得好看的人都这么直接的吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没有地位""}, {""sex"": ""1"", ""content"": ""唉，我怎么这么卑微呢""}, {""sex"": ""1"", ""content"": ""我不用有地位，只要有你就可以了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟小孩朋友玩""}, {""sex"": ""1"", ""content"": ""你自己就是一个超级可爱的小朋友了。""}, {""sex"": ""1"", ""content"": ""那你以后肯定能好好照顾咱们的小朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是不是又胖了""}, {""sex"": ""1"", ""content"": ""没有啊，还是那么美丽动人。""}, {""sex"": ""1"", ""content"": ""胖了嘛？看不出来啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见到你很开心""}, {""sex"": ""1"", ""content"": ""我也觉得跟你在一起我很开心。""}, {""sex"": ""1"", ""content"": ""那我们就开开心心在一起吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我超开心""}, {""sex"": ""1"", ""content"": ""你要一直做个开开心心没有烦恼的小公主啊。""}, {""sex"": ""1"", ""content"": ""看到你超开心，我也觉得超开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想理""}, {""sex"": ""1"", ""content"": ""那你准备什么时候来理我呢！""}, {""sex"": ""1"", ""content"": ""没事，以后总是会有机会理我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可不想理你了[难过]""}, {""sex"": ""1"", ""content"": ""那我就理你好了。""}, {""sex"": ""1"", ""content"": ""你这么不想理我，是不是怕爱上我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一个善良的人""}, {""sex"": ""1"", ""content"": ""那我现在开始就只对你一个人坏。""}, {""sex"": ""1"", ""content"": ""我的善良只留给我最爱的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我说啥？""}, {""sex"": ""1"", ""content"": ""说出你的心里话就好。""}, {""sex"": ""1"", ""content"": ""你能说什么就说什么，我听着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说那么好听""}, {""sex"": ""1"", ""content"": ""我都说的这么好听了，那你喜欢听吗。""}, {""sex"": ""1"", ""content"": ""其实我说的好听做的也很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尴尬的年龄""}, {""sex"": ""1"", ""content"": ""谁都会经历尴尬的年龄，但都没有过不去的坎，对吗？""}, {""sex"": ""1"", ""content"": ""这只是你自己以为，你的年龄可不会觉得尴尬""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""两次恋爱""}, {""sex"": ""1"", ""content"": ""能跟你谈恋爱的男孩真幸福。""}, {""sex"": ""1"", ""content"": ""我会成为你的第三次也是最后一次恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发个红包可以吗""}, {""sex"": ""1"", ""content"": ""我不随便给人发红包的，除非你是我女朋友。""}, {""sex"": ""1"", ""content"": ""可以是可以，但你要亲自过来领才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要你来""}, {""sex"": ""1"", ""content"": ""干嘛不要，你在害怕什么？""}, {""sex"": ""1"", ""content"": ""那你来，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要来""}, {""sex"": ""1"", ""content"": ""你是在害怕我对你怎么样吗？""}, {""sex"": ""1"", ""content"": ""可是我已经快到了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在暗示什么""}, {""sex"": ""1"", ""content"": ""暗示你赶紧跟我在一起啊""}, {""sex"": ""1"", ""content"": ""让你拿着户口本带我去民政局""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么黑""}, {""sex"": ""1"", ""content"": ""黑一点正好可以在黑夜中好好保护你。""}, {""sex"": ""1"", ""content"": ""这不是刚好可以凸显你的白吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我眼睛不大""}, {""sex"": ""1"", ""content"": ""可是你眼中有我啊。""}, {""sex"": ""1"", ""content"": ""那为什么还是这么好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气太差了""}, {""sex"": ""1"", ""content"": ""那是因为你没有跟我这个幸运星在一起呀。""}, {""sex"": ""1"", ""content"": ""我把我身上的好运分一半给你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不嫌弃我""}, {""sex"": ""1"", ""content"": ""给我十个胆我也不敢嫌弃你呀""}, {""sex"": ""1"", ""content"": ""我不嫌弃你，我还要把你当宝贝呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很忙吗""}, {""sex"": ""1"", ""content"": ""还好吧，至少还能和你聊会儿天。""}, {""sex"": ""1"", ""content"": ""忙啊，忙着为将来的我们所努力呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我挺烦的""}, {""sex"": ""1"", ""content"": ""我觉得这个时候你挺需要我的""}, {""sex"": ""1"", ""content"": ""想得多烦恼就多了，你只想我就不烦啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在这样挺好""}, {""sex"": ""1"", ""content"": ""那你想不想变得更好？""}, {""sex"": ""1"", ""content"": ""我也觉得挺好的，我喜欢这种状态""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切，男人""}, {""sex"": ""1"", ""content"": ""哼，女人，大不了我让着你嘛。""}, {""sex"": ""1"", ""content"": ""难道你是想切我身上的肉？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能再胖了""}, {""sex"": ""1"", ""content"": ""胖胖的多可爱呀。""}, {""sex"": ""1"", ""content"": ""没事，别人不要你 我要你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我本来就是小仙女""}, {""sex"": ""1"", ""content"": ""没错没错，你是最漂亮的小仙女了。""}, {""sex"": ""1"", ""content"": ""你是小仙女，还是专属于我的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么是爱情？""}, {""sex"": ""1"", ""content"": ""爱情就是你加我。""}, {""sex"": ""1"", ""content"": ""我所理解的爱情，就是两个心意相通的人在一起并且为了同一个目标努力变得越来越好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真名叫什么""}, {""sex"": ""1"", ""content"": ""这么快就想深入了解我了吗""}, {""sex"": ""1"", ""content"": ""你知道了我的真名，也要继续叫我小哥哥哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点开心""}, {""sex"": ""1"", ""content"": ""你这么开心是不是有我的功劳呀？""}, {""sex"": ""1"", ""content"": ""是嘛，发生了什么开心的事，跟我分享一下呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话干吗""}, {""sex"": ""1"", ""content"": ""我想听听你的声音。""}, {""sex"": ""1"", ""content"": ""不干嘛就不可以给你打电话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和我妈打电话""}, {""sex"": ""1"", ""content"": ""你都多久给妈妈打一次电话呀""}, {""sex"": ""1"", ""content"": ""你跟妈妈都聊些什么呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢追求有结果的人""}, {""sex"": ""1"", ""content"": ""没有结果我还追求什么！""}, {""sex"": ""1"", ""content"": ""什么事情都得有结果，爱也是一样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""追我的理由""}, {""sex"": ""1"", ""content"": ""喜欢你，喜欢你，就是喜欢你""}, {""sex"": ""1"", ""content"": ""难道追你还需要理由的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你情商太低""}, {""sex"": ""1"", ""content"": ""智商高了，情商低一点也是正常。""}, {""sex"": ""1"", ""content"": ""这还不是为了衬托你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人生很美，下辈子不会再来了！""}, {""sex"": ""1"", ""content"": ""你很美，下辈子我还要找到你。""}, {""sex"": ""1"", ""content"": ""那一碗孟婆汤，谁还记得前生呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在哪里加的我""}, {""sex"": ""1"", ""content"": ""我找丘比特问的你好不好！""}, {""sex"": ""1"", ""content"": ""在哪加的还重要嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我撩不动""}, {""sex"": ""1"", ""content"": ""那就换我来撩你如何？""}, {""sex"": ""1"", ""content"": ""没事，你不用撩我已经喜欢上你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想撩我吗？""}, {""sex"": ""1"", ""content"": ""不想撩你，只想喜欢你。""}, {""sex"": ""1"", ""content"": ""肯定想，而且想撩动你的心弦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎样都跟你没关系了""}, {""sex"": ""1"", ""content"": ""你是我的，怎么就没关系。""}, {""sex"": ""1"", ""content"": ""要真的没关系，我会这样吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得呀""}, {""sex"": ""1"", ""content"": ""没事，和我在一起你就晓得了。""}, {""sex"": ""1"", ""content"": ""那你还晓得什么嘞。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋个晓得""}, {""sex"": ""1"", ""content"": ""因为我是先知呀。""}, {""sex"": ""1"", ""content"": ""难道还有什么事情是我不知道的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""东西找不到了""}, {""sex"": ""1"", ""content"": ""你这个小糊涂蛋，仔细想想是不是漏了哪些地方？""}, {""sex"": ""1"", ""content"": ""果然没我不行，以后东西我来帮你保管。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要夸我，我会骄傲的""}, {""sex"": ""1"", ""content"": ""我没有在夸你，只是在诉说一个事实。""}, {""sex"": ""1"", ""content"": ""因为你这么好才值得被我夸啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有毒吧你""}, {""sex"": ""1"", ""content"": ""跟你接触太多，我都被染上毒气了。""}, {""sex"": ""1"", ""content"": ""因为遇见你，我只能以毒攻毒""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在才下班""}, {""sex"": ""1"", ""content"": ""下夜班不安全，我去接你吧。""}, {""sex"": ""1"", ""content"": ""我也刚下班，要不一起吃个晚饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你真心""}, {""sex"": ""1"", ""content"": ""你要是不真心，我就揍你！""}, {""sex"": ""1"", ""content"": ""真心实意真的很不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我厉害""}, {""sex"": ""1"", ""content"": ""你这么厉害，你家里人知道吗""}, {""sex"": ""1"", ""content"": ""厉害的人都开始这么嚣张了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请你喝酒""}, {""sex"": ""1"", ""content"": ""要是喝醉了，可是要醉在你怀里的哦。""}, {""sex"": ""1"", ""content"": ""美酒配美人，甚好甚好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""3岁""}, {""sex"": ""1"", ""content"": ""我才两岁半，你要好好照顾我。""}, {""sex"": ""1"", ""content"": ""听说差三岁的情侣感情会很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大你五岁""}, {""sex"": ""1"", ""content"": ""大五岁反正也不是大很多。""}, {""sex"": ""1"", ""content"": ""喜欢成熟没有错的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱歉哦""}, {""sex"": ""1"", ""content"": ""别和我说抱歉，你没有什么对不起我的。""}, {""sex"": ""1"", ""content"": ""我的一个心就值得你说一句抱歉吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用抱歉""}, {""sex"": ""1"", ""content"": ""我是真心诚意道歉，你能原谅我吗？""}, {""sex"": ""1"", ""content"": ""接受我的道歉好吗，不然我心里会不好受的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你道歉""}, {""sex"": ""1"", ""content"": ""你说道歉就道歉我岂不是……当然是乖乖道歉了。""}, {""sex"": ""1"", ""content"": ""好嘛，我道歉，是我不好，小仙女快快原谅我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想太多了吧""}, {""sex"": ""1"", ""content"": ""那你可以让我想的少点吗？""}, {""sex"": ""1"", ""content"": ""你从来都是让我想多的原因。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""代沟？""}, {""sex"": ""1"", ""content"": ""那我把它填平了，不就好了。""}, {""sex"": ""1"", ""content"": ""代沟不可怕，可怕的是你居然还不知道我喜欢你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""代替""}, {""sex"": ""1"", ""content"": ""没有人能代替你在我心里的位置""}, {""sex"": ""1"", ""content"": ""每个人都是独一无二的，没有人能够被取代""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被你吵醒了""}, {""sex"": ""1"", ""content"": ""既然醒了就出来玩吧，睡觉是没有前途的""}, {""sex"": ""1"", ""content"": ""都怪我想你想的太紧了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在才找我""}, {""sex"": ""1"", ""content"": ""其实我忍了很久了。""}, {""sex"": ""1"", ""content"": ""原来你一直都在等我找你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又失眠""}, {""sex"": ""1"", ""content"": ""以后失眠还是得靠我啦。""}, {""sex"": ""1"", ""content"": ""是需要我陪着你才能睡得着嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠呀""}, {""sex"": ""1"", ""content"": ""如果我躺在你身边就不会失眠了。""}, {""sex"": ""1"", ""content"": ""不是工作就是心里有人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不要亲你呢""}, {""sex"": ""1"", ""content"": ""没关系，你不亲我那就我亲你好了。""}, {""sex"": ""1"", ""content"": ""不亲就不亲嘛，我偷偷亲你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于躺下了""}, {""sex"": ""1"", ""content"": ""我也躺下了，咱们算不算躺在一起了。""}, {""sex"": ""1"", ""content"": ""好想躺在你身边啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心里的想法""}, {""sex"": ""1"", ""content"": ""我心里都是你，你说我什么想法""}, {""sex"": ""1"", ""content"": ""要不你进来看看就知道了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一天没睡""}, {""sex"": ""1"", ""content"": ""你的眼皮都要掉到下巴去了吧。""}, {""sex"": ""1"", ""content"": ""一天没睡，你是要成仙了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在吃饭饭""}, {""sex"": ""1"", ""content"": ""吃饭饭都不叫我，真的好心痛啊。""}, {""sex"": ""1"", ""content"": ""多吃点，吃胖了就把你娶你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""修炼""}, {""sex"": ""1"", ""content"": ""让我们一起修炼爱情吧""}, {""sex"": ""1"", ""content"": ""你是准备进阶成大师吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夜深""}, {""sex"": ""1"", ""content"": ""夜深的时候最适合听故事了""}, {""sex"": ""1"", ""content"": ""夜深人静真适合想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深蹲""}, {""sex"": ""1"", ""content"": ""做深蹲很累的，做完要记得拉伸一下。""}, {""sex"": ""1"", ""content"": ""做深蹲锻炼身体，小仙女这么棒的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天没空了""}, {""sex"": ""1"", ""content"": ""没事，那等你有空的时候告诉我。""}, {""sex"": ""1"", ""content"": ""看来要约到你不是一件容易的事啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪来的故事""}, {""sex"": ""1"", ""content"": ""我和你现在发生的不就是故事吗？""}, {""sex"": ""1"", ""content"": ""我们的故事已经悄悄的开始了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""全靠演技""}, {""sex"": ""1"", ""content"": ""没办法，就是这么有演技啊。""}, {""sex"": ""1"", ""content"": ""这演技是不是有点拙劣的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不挂科就行""}, {""sex"": ""1"", ""content"": ""你就只有这么点追求吗？""}, {""sex"": ""1"", ""content"": ""你肯定不会挂科的，而且还会考得很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""科二挂了""}, {""sex"": ""1"", ""content"": ""一定是你考试的时候太紧张啦，没事的，下次肯定能过""}, {""sex"": ""1"", ""content"": ""好多人科二都是要考好几次才能过的，我相信你再努力努力下一次肯定能过！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我拍照技术不行""}, {""sex"": ""1"", ""content"": ""所以要找一个会拍照的男朋友嘛。""}, {""sex"": ""1"", ""content"": ""是时候向你展现我优秀的拍照技术了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求求你做个人""}, {""sex"": ""1"", ""content"": ""不行，我要做神仙。""}, {""sex"": ""1"", ""content"": ""做人太平庸了，我要做与众不同的那个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快点去吃饭吧""}, {""sex"": ""1"", ""content"": ""没你在，我都没啥胃口吃饭。""}, {""sex"": ""1"", ""content"": ""你要陪我一起去吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不跟你讲话了""}, {""sex"": ""1"", ""content"": ""那只好我跟你讲了，小傲娇鬼。""}, {""sex"": ""1"", ""content"": ""不讲话是准备要亲我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别乱讲""}, {""sex"": ""1"", ""content"": ""我才没有乱讲，说出的话我就会负责到底。""}, {""sex"": ""1"", ""content"": ""这哪里是乱讲，明明说的是实话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又看不见""}, {""sex"": ""1"", ""content"": ""那你把视频打开我不就看见了。""}, {""sex"": ""1"", ""content"": ""那我现在就过去见，你敢不敢答应。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是有点冷""}, {""sex"": ""1"", ""content"": ""冷就抱着我，这样就不会冷了。""}, {""sex"": ""1"", ""content"": ""有我暖你，怎么会冷呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡着啦""}, {""sex"": ""1"", ""content"": ""那你睡着了有没有好好盖被子？""}, {""sex"": ""1"", ""content"": ""睡了也没提前告诉我，害我担心了一晚上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不和傻子计较""}, {""sex"": ""1"", ""content"": ""你终于发现自己的傻了？""}, {""sex"": ""1"", ""content"": ""可我是喜欢你的傻子啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不跟傻子玩""}, {""sex"": ""1"", ""content"": ""通常傻的人都意识不到自己的傻。""}, {""sex"": ""1"", ""content"": ""要是没人跟你玩我就勉强跟你玩一下好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[猪头][猪头][猪头][猪头]""}, {""sex"": ""1"", ""content"": ""没见过猪头啊。""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的猪头吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要坚强""}, {""sex"": ""1"", ""content"": ""再坚强还得找个依靠呀。""}, {""sex"": ""1"", ""content"": ""喜欢你就已经变得坚强了好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息呀""}, {""sex"": ""1"", ""content"": ""放心吧，我会早点来梦里找你的。""}, {""sex"": ""1"", ""content"": ""等你睡了，我再睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我被别人欺负了""}, {""sex"": ""1"", ""content"": ""谁敢欺负你了！这不是找揍吗""}, {""sex"": ""1"", ""content"": ""我的小可爱都敢欺负！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""整天欺负老实人""}, {""sex"": ""1"", ""content"": ""不是欺负老实人，只是欺负你而已。""}, {""sex"": ""1"", ""content"": ""老实人你心里没点数吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""噩梦吓醒了""}, {""sex"": ""1"", ""content"": ""没事的，这不是还有我在吗！""}, {""sex"": ""1"", ""content"": ""要不要躲在我怀里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你看上我哪点""}, {""sex"": ""1"", ""content"": ""看上你自己有多好都不知道这一点""}, {""sex"": ""1"", ""content"": ""说不清看上你哪点，可能是你身上的每一点吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没干嘛鸭""}, {""sex"": ""1"", ""content"": ""难道不是在偷偷地想我吗？""}, {""sex"": ""1"", ""content"": ""我建议你做些有意义的事情，比如想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饭都不想吃""}, {""sex"": ""1"", ""content"": ""人是铁饭是钢啊，好好吃饭""}, {""sex"": ""1"", ""content"": ""不吃饭可不是你的习惯啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你一晚上""}, {""sex"": ""1"", ""content"": ""所以你一晚上光想我都没睡觉？""}, {""sex"": ""1"", ""content"": ""不光晚上要想我，白天也要想我才行啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋知道你呢""}, {""sex"": ""1"", ""content"": ""你为什么不知道我呢？！""}, {""sex"": ""1"", ""content"": ""今天我就让你知道知道我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安噢""}, {""sex"": ""1"", ""content"": ""晚安，祝你好梦。""}, {""sex"": ""1"", ""content"": ""希望可以做个有你的美梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能看照片""}, {""sex"": ""1"", ""content"": ""你是怕我对你的照片着迷吗？""}, {""sex"": ""1"", ""content"": ""照片这么好看为啥不让我看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见本人""}, {""sex"": ""1"", ""content"": ""终于能够见到仙女本仙了啊""}, {""sex"": ""1"", ""content"": ""见到我本人你可不要激动得昏过去哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本人更好看""}, {""sex"": ""1"", ""content"": ""那我有机会亲眼目睹你的芳容吗？""}, {""sex"": ""1"", ""content"": ""我也觉得本人肯定更好看，什么时候让我看看？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是猫咪""}, {""sex"": ""1"", ""content"": ""对，你是比猫咪还可爱的小仙女。""}, {""sex"": ""1"", ""content"": ""那你就是小懒猪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不甜不甜""}, {""sex"": ""1"", ""content"": ""你让我尝一口你，看看甜不甜。""}, {""sex"": ""1"", ""content"": ""吃可爱多长大的，怎么会不甜呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我也担心""}, {""sex"": ""1"", ""content"": ""很多担心其实都是多余的。""}, {""sex"": ""1"", ""content"": ""大部分担心的事情都不会发生，所以不要担心啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在上课吗？""}, {""sex"": ""1"", ""content"": ""对呀，上课的时间好漫长啊。""}, {""sex"": ""1"", ""content"": ""已经下课了，在上课我也没办法给你发消息呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多坏""}, {""sex"": ""1"", ""content"": ""不是你能想象的那种坏知道不""}, {""sex"": ""1"", ""content"": ""作为个坏人，你想要我多坏呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年快乐，永远爱你""}, {""sex"": ""1"", ""content"": ""让我用爱意祝你新年快乐！""}, {""sex"": ""1"", ""content"": ""新的一年，希望我们都能开开乐乐的过完。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""元旦快乐！""}, {""sex"": ""1"", ""content"": ""元旦快乐！新的一年到了，你不想要从第一天就开始拥有男朋友吗？""}, {""sex"": ""1"", ""content"": ""宝贝元旦快乐！2020，爱你爱你，2020年我会加倍爱你！""}, {""sex"": ""1"", ""content"": ""新的一年祝小仙女没有失眠、没有脱发、没有痘痘，能一直快快乐乐、平平安安。""}, {""sex"": ""1"", ""content"": ""新年快乐呀！我的新年愿望是希望以后的每一年都能陪在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气真热""}, {""sex"": ""1"", ""content"": ""风扇空调通通开起来。""}, {""sex"": ""1"", ""content"": ""之后会越来越热呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好弟弟""}, {""sex"": ""1"", ""content"": ""所以你对弟弟很感兴趣吗""}, {""sex"": ""1"", ""content"": ""看来你并不介意比你年纪小的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀，小弟弟""}, {""sex"": ""1"", ""content"": ""我是小哥哥，不是小弟弟""}, {""sex"": ""1"", ""content"": ""小仙女原来喜欢叫帅哥小弟弟吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""十八了""}, {""sex"": ""1"", ""content"": ""你不是年年都是十八岁的仙女吗？""}, {""sex"": ""1"", ""content"": ""难怪长得这么好看呢。""}], ""lock"": 1}"
